Sale Code,Activity,1st Brand,2nd Brand,3rd Brand,Average Product Price,Brand Count
ZWUXA,Volleyball,Bella + Canvas,Pennant Sportswear,Gildan,1672,5
ZWUWK,Baseball,Holloway,Gildan,New Balance,2392,5
ZWUV7,Apparel,Port Authority,Gildan,Pacific Headwear,1890,4
ZWUM3,Corporate,Tultex,Bella + Canvas,Port Authority,2247,6
ZWUDJ,Football,Port & Company,Under Armour,Port Authority,1862,4
ZWUBK,Basketball,Gildan,ALO,Augusta,2397,3
ZWU79,Apparel,Port Authority,Bella + Canvas,Augusta,1963,8
ZWTQN,Other,Gildan,Holloway,Port Authority,2273,12
ZWTQK,Baseball,Russell Athletic,Pacific Headwear,Rawlings,2567,3
ZWTA7,Cross Country,Nike,Russell Athletic,Badger,2843,4
ZWT24,Wrestling,Port & Company,Sport-Tek,Port Authority,1483,4
ZWRWG,Soccer,adidas,Gildan,Port & Company,2572,4
ZWRVX,Baseball,Sport-Tek,Under Armour,Port & Company,2397,8
ZWRTH,Softball,Gildan,Sport-Tek,Augusta,1443,5
ZWRFD,Staff,Port Authority,District Made,Sport-Tek,2738,3
ZWREW,Track & Field,Under Armour,Nike,Holloway,2875,3
ZWRBX,Softball,Russell Athletic,Gildan,Holloway,1575,3
ZWR99,Track & Field,GAME GEAR,Sport-Tek,Augusta,4067,4
ZWR7B,Basketball,Badger,Alleson,Under Armour,2098,5
ZWQX9,Basketball,Nike,adidas,Port & Company,3770,3
ZWQP4,Baseball,Badger,Holloway,Misc,1766,7
ZWQKV,School,Gildan,adidas,J. American,1938,3
ZWQKF,Volleyball,Gildan,Mizuno,Badger,1327,8
ZWQET,Gymnastics,Port & Company,Under Armour,Pennant Sportswear,2378,9
ZWQ3K,Baseball,Under Armour,Badger,Twin City,3500,3
ZWPPW,Hockey,In Play,Sport-Tek,Port Authority,3265,6
ZWPM7,Baseball,Under Armour,Port & Company,Badger,2210,6
ZWPC7,Baseball,Rawlings,Pacific Headwear,Twin City,3057,7
ZWP7K,Baseball,Sport-Tek,Pennant Sportswear,ChamPro,2372,11
ZWNUM,Cheer,Gildan,Alleson,SOFFE,1259,4
ZWNDK,Baseball,Port & Company,Holloway,District Made,1654,9
ZWNA3,Swimming,Gildan,Nike,Augusta,3914,7
ZWMF6,Apparel,Port & Company,Sport-Tek,Alternative,1773,5
ZWMBF,Softball,Mizuno,Twin City,Sport-Tek,2438,6
ZWM5S,Basketball,Smash,Twin City,A4,1411,3
ZWKTA,Cheer,Gildan,Port & Company,Sport-Tek,1142,3
ZWKSJ,Soccer,Gildan,Holloway,Nike,2983,4
ZWKPM,Basketball,Nike,Gildan,Port Authority,3694,3
ZWKE6,Baseball,Easton,New Balance,adidas,4141,8
ZWK9B,Softball,Gildan,Augusta,A4,1899,7
ZWK2Z,Booster Club,Gildan,Boxercraft,Russell Athletic,2571,8
ZWJW7,Soccer,Sport-Tek,Port & Company,District Made,2617,4
ZWJBE,Basketball,Port & Company,Sport-Tek,Gildan,1725,3
ZWHT8,Apparel,Hanes,Port Authority,Sport-Tek,2407,4
ZWHPA,Football,Russell Athletic,Badger,Pennant Sportswear,2488,3
ZWHBM,Dance,Badger,Holloway,AlphaBroder,2629,3
ZWH5E,Volleyball,Sport-Tek,Gildan,Augusta,2152,3
ZWGZX,Hockey,Sport-Tek,Port & Company,Holloway,2686,5
ZWGCF,Other,Under Armour,Port Authority,Russell Athletic,3382,4
ZWGBW,Baseball,Russell Athletic,Augusta,Holloway,2022,3
ZWG74,Staff,Holloway,District Made,Gildan,2300,4
ZWG2Y,Swimming,Spotlight Strategies,Sport-Tek,Port Authority,2318,11
ZWFK2,Dance,Holloway,SOFFE,Boxercraft,1961,6
ZWFDT,Volleyball,Gildan,Carolina Made,Badger,2008,5
ZWFC9,Apparel,Under Armour,Holloway,Russell Athletic,3043,3
ZWFA4,Softball,Badger,Holloway,Twin City,1457,7
ZWEY7,Football,Badger,Alleson,adidas,245,7
ZWETT,Lacrosse,Nike,Gildan,Holloway,3172,7
ZWESW,Booster Club,Gildan,Gildan,Badger,2219,4
ZWE7B,Volleyball,Gildan,Augusta,Holloway,2592,6
ZWE3M,Baseball,Russell Athletic,Badger,Rawlings,2333,5
ZWDBQ,Apparel,Gildan,Under Armour,Port Authority,2008,4
ZWD4S,Hockey,Bardown,Bauer,GSW,2979,3
ZWCUQ,Track & Field,Blazer Athletic,Asics,High Five,3214,3
ZWCUN,Tennis,Badger,Under Armour,Nike,1885,4
ZWCUH,Apparel,Port & Company,Port Authority,Gildan,2094,4
ZWCQC,Football,Gildan,Badger,Bella + Canvas,1888,12
ZWCB2,Football,Badger,C2 Sports,Sportsman,2444,7
ZWCAA,Athletics,Russell Athletic,Twin City,Nike,1297,6
ZWBR6,Volleyball,Holloway,Under Armour,Augusta,3832,4
ZWBG6,Track & Field,Gildan,Sport-Tek,Bella + Canvas,1991,11
ZWBAQ,Other,Gildan,Under Armour,Port & Company,2211,6
ZWB6G,School,Nike,Russell Athletic,crazy cordz,2552,7
ZWB46,PE,Gildan,Augusta,LOGO,1063,3
ZWAZ5,Apparel,Harriton,Port Authority,Core 365,2727,9
ZWAYJ,Baseball,Under Armour,Gildan,Rawlings,2185,4
ZWAST,Football,Under Armour,Tag,Holloway,2250,5
ZWAP6,Staff,Team 365,Gildan,Harriton,1779,7
ZWA9Z,Football,Xenith,Schutt,Tag,8308,6
ZW9RK,Baseball,Gildan,Sportsman,Bella + Canvas,1210,4
ZW9QB,Volleyball,Nike,Augusta,Gildan,1991,7
ZW95H,Baseball,Sport-Tek,Badger,OC Sports,2354,5
ZW94U,Cheer,Holloway,Badger,Badger,3825,3
ZW94S,Baseball,A4,Under Armour,Pacific Headwear,2047,8
ZW8V5,Softball,Badger,Nike,New Balance,2149,3
ZW8JA,Softball,Mizuno,Adams,Russell Athletic,2768,4
ZW8G9,Football,adidas,Gildan,Pro Celebrity,1972,4
ZW8D3,Other,SOFFE,District Made,Badger,1511,3
ZW88D,Wrestling,Gildan,District Made,Under Armour,1859,7
ZW7U6,Football,Under Armour,Russell Athletic,Gildan,2420,3
ZW7KR,Spirit Wear,Pennant Sportswear,Holloway,Port & Company,3131,3
ZW7FT,Cheer,SARKISIAN SPORTS,SARKISIAN SPORTS,Nike,2399,6
ZW6RF,Baseball,Martin,Pukka,Holloway,2497,3
ZW6QN,Volleyball,Mizuno,Bella + Canvas,Carolina Made,2030,5
ZW6KM,Softball,Badger,Gildan,Pacific Headwear,2698,7
ZW5T4,Basketball,Badger,Port & Company,adidas,2283,3
ZW5PV,Track & Field,Nike,Pennant Sportswear,Augusta,1709,5
ZW5JA,Wrestling,Pennant Sportswear,Prolete,Under Armour,2688,4
ZW58H,Volleyball,Pennant Sportswear,Ogio,Gildan,3678,6
ZW57Y,Football,Gildan,Under Armour,Badger,1745,5
ZW55C,Soccer,Gildan,Nike,Diadora,3197,3
ZW4U6,Soccer,adidas,Twin City,Badger,2413,5
ZW3R4,Spirit Wear,Gildan,Russell Athletic,Augusta,1411,7
ZW39Y,Other,TRIMARK,AJM International,Gildan,3213,6
ZW39B,Track & Field,Under Armour,Gildan,Holloway,2135,3
ZW37W,Wrestling,Gildan,Russell Athletic,Alleson,1938,4
ZW325,Baseball,Rawlings,Holloway,Athletic Knit,1996,8
ZW2KE,Football,Port & Company,Sport-Tek,Badger,2107,6
ZW2C9,Softball,Gildan,ALPHA,Pacific Headwear,953,4
ZVZN2,School,Gildan,Holloway,Badger,1309,5
ZVZJU,Baseball,Badger,Pacific Headwear,ChamPro,2718,5
ZVYYE,Basketball,Gildan,Bella + Canvas,Comfort Colors,1573,12
ZVYWA,Rowing,Sport-Tek,Augusta,Holloway,2173,5
ZVYTF,Baseball,Port & Company,Gildan,Under Armour,2475,5
ZVYQT,Cheer,Holloway,Gildan,Augusta,2624,4
ZVYKR,Gymnastics,adidas,Gildan,Bella + Canvas,2092,5
ZVYGE,Basketball,Under Armour,Badger,District Made,2878,4
ZVYGB,Basketball,Port & Company,Sport-Tek,District Made,2505,4
ZVYD6,Soccer,adidas,Russell Athletic,Nike,2293,4
ZVY43,Soccer,Port Authority,District Made,Boxercraft,2020,5
ZVXU4,Basketball,Nike,Russell Athletic,Gildan,3075,4
ZVXQE,Softball,Gildan,Badger,Under Armour,2422,3
ZVXHF,Basketball,Russell Athletic,Port & Company,Sport-Tek,1854,4
ZVX4F,Baseball,Under Armour,Gildan,Russell Athletic,2202,4
ZVWUW,Band Music & Choir,adidas,Sport-Tek,Majestic,1825,5
ZVWS4,Other,Port & Company,Under Armour,Sport-Tek,1599,4
ZVWRZ,Apparel,Gildan,Port & Company,Boxercraft,1721,8
ZVWPD,Basketball,Gildan,Augusta,Boxercraft,1372,3
ZVWKK,Spirit Wear,Gildan,New Era,Core 365,1809,7
ZVWK3,Other,Holloway,Port Authority,Under Armour,2809,3
ZVVWZ,School,Holloway,Boxercraft,Russell Athletic,1861,12
ZVVM8,Basketball,adidas,Fruit of the Loom,Under Armour,4285,5
ZVVHP,Volleyball,Augusta,Augusta,Under Armour,3500,3
ZVVDK,Basketball,Sport-Tek,District Made,Augusta,2741,4
ZVV52,Football,A4,Under Armour,Shock Doctor,2487,5
ZVUVB,Dance,Augusta,Harriton,Holloway,3600,3
ZVUSM,Spirit Wear,Gildan,Sport-Tek,Holloway,2536,6
ZVTZS,Soccer,adidas,Gildan,Holloway,2609,3
ZVTSW,Softball,Nike,District Made,adidas,2867,4
ZVTPR,Hockey,Port & Company,Badger,Holloway,2174,8
ZVTJB,Lacrosse,Under Armour,Nike,Carhartt,3141,6
ZVTG3,Softball,New Era,Pacific Headwear,Holloway,2160,5
ZVTFD,Volleyball,Gildan,Port & Company,Augusta,1960,7
ZVT63,Apparel,Port Authority,Sport-Tek,Red House,3565,5
ZVSWT,Basketball,Badger,Under Armour,J American,2733,5
ZVSWG,Spirit Wear,Port & Company,Gildan,Under Armour,1442,4
ZVSTE,Apparel,Sport-Tek,Port Authority,Port & Company,3580,3
ZVSKA,Soccer,Badger,Badger,Augusta,1898,3
ZVSDZ,Volleyball,Under Armour,Gildan,Sport-Tek,1950,3
ZVSB9,Spirit Wear,Sport-Tek,Under Armour,Under Armour,2425,4
ZVS9X,Band Music & Choir,Holloway,Augusta,Sport-Tek,4250,3
ZVS9K,Band Music & Choir,Gildan,Sport-Tek,Port & Company,2282,6
ZVRVP,Softball,Gildan,Port & Company,Sport-Tek,1661,6
ZVRPQ,Football,Badger,Gildan,Boxercraft,2217,12
ZVRMX,Cheer,Gildan,SOFFE,Holloway,1709,3
ZVRGJ,Baseball,New Balance,A4,Rawlings,3250,6
ZVRAZ,Lacrosse,Under Armour,Gildan,Holloway,3369,6
ZVQPH,Baseball,A4,Holloway,Badger,2079,6
ZVQJK,Football,Under Armour,Holloway,Gildan,3158,9
ZVQHW,Baseball,Nike,New Era,District Made,2872,4
ZVPYQ,Other,Gildan,BeeGraphix,Port Authority,1929,4
ZVPXE,Spirit Wear,Custom,Badger,Sport-Tek,3427,3
ZVPPK,Band Music & Choir,Port & Company,Holloway,Pennant Sportswear,2778,5
ZVPHP,Swimming,Sport-Tek,Russell Athletic,Holloway,1804,5
ZVNVN,Soccer,Gildan,Under Armour,Holloway,2191,7
ZVNUH,School,Gildan,Pennant Sportswear,Hanes,1525,4
ZVNQQ,Apparel,UltraClub,Port Authority,Hanes,3370,4
ZVNQ9,Apparel,Port Authority,Gildan,Devon & Jones,2081,6
ZVN4Z,Baseball,Alleson,Port & Company,Pacific Headwear,1921,3
ZVMNE,Volleyball,Badger,Pennant Sportswear,Under Armour,2546,4
ZVMG9,Bowling,AlphaBroder,Gildan,Holloway,2300,3
ZVMAH,Lacrosse,Under Armour,Hanes,Holloway,3966,5
ZVM5M,Baseball,Holloway,Sport-Tek,Gildan,1450,6
ZVKSV,Wrestling,Holloway,Sport-Tek,Port & Company,2952,9
ZVK4F,Lacrosse,Nike,Warrior,Port & Company,3054,5
ZVJK6,Basketball,Bella + Canvas,Badger,Gildan,1777,7
ZVJDF,Other,Gildan,Holloway,Augusta,2514,4
ZVHZM,Other,Augusta,New Era,Russell Athletic,1904,5
ZVGDB,Softball,Sport-Tek,Gildan,none,2048,7
ZVG6Z,Basketball,adidas,Gildan,Sport-Tek,1524,3
ZVG2P,Other,Badger,Gildan,Stadium Chair Co.,1779,5
ZVFVV,Other,Cutter & Buck,Tri-Mountain,Stormtech,3288,17
ZVFUW,Baseball,Badger,Gildan,Boxercraft,2118,4
ZVF8C,School,Gildan,Badger,Sport-Tek,1757,4
ZVF88,Wrestling,Gildan,Sport-Tek,Port & Company,1368,4
ZVEHA,Police Fire & Military,Port & Company,Sport-Tek,CornerStone,1970,4
ZVDXJ,Softball,Mizuno,Custom-Locker Room,Port & Company,2259,7
ZVDVW,Apparel,Gildan,Bella + Canvas,Russell Athletic,1540,5
ZVDRN,Basketball,Gildan,adidas,Holloway,2869,4
ZVDG3,Volleyball,Port & Company,Russell Athletic,Holloway,1705,5
ZVDCR,Track & Field,adidas,Gildan,Bella + Canvas,2650,3
ZVCXD,Softball,Gildan,Tie Dye,Holloway,2479,13
ZVCF4,Cross Country,Nike,Gildan,Under Armour,2141,3
ZVBSB,Staff,BLUE GENERATION,Port Authority,Port Authority,2574,3
ZVAJC,Golf,Gildan,J. American,Sport-Tek,1535,7
ZVAFX,Soccer,adidas,Holloway,Badger,2573,6
ZVAEV,Softball,Under Armour,Twin City,New Balance,2818,6
ZVABQ,Softball,Holloway,Under Armour,Gildan,2557,4
ZVA8G,Other,Sport-Tek,Gildan,Port Authority,2609,7
ZVA24,Baseball,Badger,Badger,Holloway,2203,8
ZV98W,Spirit Wear,Port & Company,Sport-Tek,Gildan,1250,3
ZV92F,Golf,New Era,Nike,Port Authority,3085,4
ZV8X5,Football,Bella + Canvas,Augusta,Pennant Sportswear,1703,6
ZV8HB,Baseball,Sport-Tek,Augusta,Bella + Canvas,1755,5
ZV8C8,Police Fire & Military,Port & Company,INKT,Gildan,1670,4
ZV89N,Other,Nike,POLAR CAMEL,Gildan,2348,4
ZV86Y,Swimming,Nike,Port & Company,Gildan,2213,3
ZV86Q,Baseball,Sport-Tek,Badger,Twin City,1877,5
ZV7WT,Dance,Boxercraft,J. American,District Made,2561,5
ZV7G8,Police Fire & Military,Port & Company,Sport-Tek,Port Authority,2602,4
ZV7EX,Softball,Badger,Gildan,Pacific Headwear,2925,6
ZV7E7,Basketball,Badger,Pennant Sportswear,Holloway,2385,6
ZV7B8,Spirit Wear,Russell Athletic,Independent Trading Co.,The Game,2525,6
ZV6UM,Band Music & Choir,Port & Company,Denver Athletic,Port Authority,1873,7
ZV67H,Wrestling,Under Armour,Gildan,New Era,3059,6
ZV64P,School,Holloway,Sport-Tek,Gildan,4029,7
ZV5B9,Cheer,Port & Company,Alleson,adidas,1939,6
ZV53T,Hockey,Badger,Pacific Headwear,Sport-Tek,2417,7
ZV4YP,Softball,Russell Athletic,Pacific Headwear,Schutt,1984,9
ZV48A,Hockey,Fersten,BIZ Collection,Stormtech,3853,8
ZV3ZJ,Softball,Badger,Pennant Sportswear,Pacific Headwear,1835,8
ZV3PT,Fundraiser,Bella + Canvas,Port & Company,Misc,983,9
ZV35N,Softball,Holloway,adidas,Sport-Tek,3056,7
ZV2DZ,Baseball,Athletic Knit,A4,Under Armour,2524,8
ZV224,Basketball,Gildan,Sport-Tek,Port & Company,2218,3
ZUZMN,Tennis,Port & Company,Nike,District Made,1906,4
ZUZGZ,Baseball,Under Armour,Twin City,Rawlings,4023,3
ZUZ89,Baseball,Gildan,Wilson,Badger,2022,6
ZUZ44,Apparel,Holloway,Pennant Sportswear,Sport-Tek,3804,5
ZUZ3B,Soccer,A4,Holloway,S&S,2286,5
ZUYW3,Track & Field,Badger,Gildan,Under Armour,2082,4
ZUYTB,Basketball,Pro Feet,adidas,BIZ Collection,3877,5
ZUYFF,Volleyball,Gildan,Augusta,Under Armour,1798,4
ZUXY5,Softball,Badger,Gildan,adidas,2025,7
ZUXTX,Spirit Wear,Port & Company,Port & Company,Badger,1460,4
ZUXDM,Apparel,Gildan,Port & Company,Augusta,1455,4
ZUX5V,Baseball,ChamPro,Jaeger,Badger,1949,10
ZUX4N,Spirit Wear,Holloway,Under Armour,Sport-Tek,3411,7
ZUX3S,Football,Nike,Holloway,New Era,2882,7
ZUWGQ,Baseball,Under Armour,Easton,Gildan,3208,4
ZUVSH,Football,Twin City,Tag,Russell Athletic,777,6
ZUVE8,Football,Russell Athletic,Twin City,Tag,1609,8
ZUV7T,Track & Field,Asics,Augusta,Russell Athletic,2177,8
ZUUT9,Baseball,Gildan,Alleson,Rawlings,2376,4
ZUUH2,Baseball,Russell Athletic,Pacific Headwear,Augusta,2758,5
ZUUGU,Football,Nike,Port & Company,Pennant Sportswear,2766,5
ZUUGJ,Other,Red Kap,Badger,Sport-Tek,1401,8
ZUUD7,Bowling,Gildan,Holloway,Coastal Business,2182,3
ZUTSR,Other,Sport-Tek,Gildan,District Made,2571,6
ZUTRS,Staff,Holloway,BAW,Pro Celebrity,2559,3
ZUTFY,Basketball,Sportsman,Holloway,Under Armour,2324,5
ZUT5H,Football,Under Armour,Port & Company,Sport-Tek,2228,3
ZUSPK,Softball,High Five,ChamPro,Augusta,1658,9
ZUSPB,Football,adidas,Schutt,Russell Athletic,1850,4
ZUSKG,Softball,Gildan,Badger,Bella + Canvas,1111,3
ZUS9U,Cheer,Alleson,Port & Company,SOFFE,1320,4
ZUS3E,Cross Country,Hanes,Augusta,adidas,2126,6
ZURJD,Baseball,Hanes,Badger,Gildan,2207,4
ZUREQ,Football,Badger,Port & Company,Holloway,1886,6
ZURAJ,Track & Field,Augusta,Gildan,Badger,1701,5
ZUQWM,Tennis,S&S,Augusta,Augusta,3625,3
ZUQNY,Corporate,Port & Company,Sport-Tek,Sportsman,2526,4
ZUQMU,Volleyball,Port & Company,Mizuno,adidas,2816,4
ZUQKC,Cross Country,Russell Athletic,Gildan,Pennant Sportswear,2367,3
ZUQAW,Spirit Wear,Gildan,Sport-Tek,Augusta,1850,13
ZUQ8Z,Other,District Made,Sport-Tek,Badger,1985,3
ZUQ85,Staff,Port Authority,Augusta,Gildan,2246,4
ZUQ7H,Wrestling,Bella + Canvas,Gildan,Blue Chip Athletic,1630,7
ZUPY3,Corporate,Outdoor Cap,Nike,Port Authority,8422,8
ZUPTN,Baseball,Gildan,Badger,District Made,1874,5
ZUPQA,Spirit Wear,Port Authority,Bella + Canvas,Sport-Tek,3035,7
ZUP89,Cheer,Port & Company,Sport-Tek,Holloway,1914,8
ZUNW4,Tennis,Augusta,Holloway,Nike,3367,4
ZUNU2,Football,Under Armour,Badger,Pennant Sportswear,3053,9
ZUNQU,Cheer,Under Armour,Holloway,Sport-Tek,2213,5
ZUNKP,Wrestling,Outdoor Cap,Stadium Chair Co.,Stadium Chair Co.,2043,4
ZUNAN,Hockey,adidas,Bauer,New Era,4827,5
ZUN6D,Track & Field,Gildan,Holloway,Badger,2642,6
ZUN64,Field Hockey,Nike,Port & Company,Russell Athletic,2296,3
ZUN5H,Baseball,Schutt,Sport-Tek,Under Armour,4267,3
ZUMFK,Softball,Gildan,Badger,Augusta,1992,4
ZUM6D,Volleyball,Under Armour,Mizuno,Asics,3935,3
ZUM2U,Basketball,Gildan,Nike,Badger,2991,10
ZUKU4,School,Comfort Colors,Gildan,A4,1783,4
ZUKGN,Apparel,Gildan,Badger,Dickies,2028,4
ZUKEH,Wrestling,Gildan,Sport-Tek,Alleson,1412,4
ZUKCP,Apparel,Bella + Canvas,Under Armour,Holloway,2169,5
ZUJNC,Apparel,Port Authority,Port & Company,Sport-Tek,2006,6
ZUJN6,Football,A4,Gildan,Badger,1761,6
ZUJ33,Spirit Wear,Badger,Port & Company,District Made,2296,4
ZUHVM,Apparel,Sport-Tek,Ogio,District Made,2071,9
ZUHK4,Softball,Gildan,Pennant Sportswear,Badger,2178,11
ZUH6E,Wrestling,Gildan,Bella + Canvas,Badger,2933,5
ZUGT8,Other,Bella + Canvas,Sport-Tek,Ogio,2838,5
ZUG97,Football,Holloway,Russell Athletic,Gildan,2575,4
ZUFUS,Spirit Wear,Gildan,Badger,Flexfit,1954,3
ZUFES,Soccer,Sport-Tek,adidas,New Era,3352,5
ZUFDB,Basketball,Port & Company,BAW,Bella + Canvas,1751,8
ZUFCM,Baseball,Holloway,Augusta,Port Authority,2478,5
ZUFB9,Volleyball,Mizuno,Badger,Port & Company,3135,3
ZUEXR,Basketball,Gildan,Under Armour,Holloway,2156,5
ZUEXC,Booster Club,BAW,Russell Athletic,Gildan,2075,10
ZUEMQ,Volleyball,Gildan,Badger,Mizuno,2328,8
ZUEHF,Baseball,Holloway,Gildan,Russell Athletic,2375,17
ZUEGR,Gymnastics,Port & Company,Sport-Tek,Gildan,1961,5
ZUE87,Football,Russell Athletic,Pacific Headwear,Shock Doctor,1953,7
ZUE79,Golf,Gildan,Gildan,Badger,2368,9
ZUE37,Apparel,LPP,District Made,Sport-Tek,1650,6
ZUDUD,Softball,Gildan,Gildan,Sport-Tek,2435,9
ZUCP9,Softball,Badger,Augusta,Pacific Headwear,1563,4
ZUCFD,Corporate,Sport-Tek,Port Authority,Port & Company,1319,6
ZUCA5,Basketball,Gildan,Badger,Pacific Headwear,1581,3
ZUBNH,Staff,Under Armour,Gildan,ChamPro,3100,3
ZUB9P,Lacrosse,Sport-Tek,District Made,Gildan,2901,5
ZUB5F,Baseball,Sport-Tek,Port & Company,Gildan,1597,9
ZUB49,Football,Gildan,Bella + Canvas,Rawlings,1619,7
ZUAS4,Baseball,Augusta,Holloway,Holloway,2215,5
ZUA3N,Cheer,Augusta,Augusta,Alleson,2473,5
ZU9VF,Wrestling,Alleson,Holloway,Gildan,1873,4
ZU9TD,Swimming,Pennant Sportswear,Holloway,Boxercraft,3184,6
ZU9EB,Swimming,TYR,Port & Company,Sport-Tek,2990,3
ZU9E9,Football,Pennant Sportswear,Holloway,Gildan,2375,7
ZU9BK,Softball,Badger,Pacific Headwear,J. American,2345,7
ZU99V,Softball,Badger,Pacific Headwear,Gildan,2464,3
ZU94B,Lacrosse,Sport-Tek,Badger,Badger,2584,6
ZU8ZG,Other,Cutter & Buck,Gildan,Tri-Mountain,3404,18
ZU8TE,Baseball,Pennant Sportswear,Bella + Canvas,Badger,2514,6
ZU8R4,Apparel,Gildan,Port Authority,Badger,2216,4
ZU8N5,Other,Sport-Tek,Ogio,J. American,3850,3
ZU8B4,Softball,Badger,Gildan,Port & Company,1923,13
ZU854,Basketball,Sport-Tek,Gildan,Port & Company,1396,4
ZU82X,Softball,Badger,Rage Grafix,Holloway,2194,14
ZU7U3,Baseball,Pacific Headwear,Alleson,Badger,2293,10
ZU7AJ,Football,Under Armour,Port & Company,Holloway,4000,5
ZU6VY,Tennis,Under Armour,Holloway,adidas,2288,3
ZU6SA,Corporate,Port & Company,Sport-Tek,Under Armour,2484,3
ZU6ME,Cheer,Gildan,Port & Company,Badger,2550,6
ZU6GA,Other,Gildan,Sport-Tek,Hanes,2673,15
ZU65A,Tennis,Under Armour,Nike,Pennant Sportswear,2770,6
ZU5ZP,Lacrosse,Nike,Holloway,Under Armour,3371,3
ZU5TH,Baseball,Badger,Gildan,adidas,2034,4
ZU5PW,Apparel,Under Armour,adidas,New Era,3543,5
ZU5PC,Cross Country,adidas,Pennant Sportswear,Gildan,2410,10
ZU5NN,Spirit Wear,Badger,Sportsman,Gildan,2210,3
ZU53A,Swimming,Arena,adidas,TYR,4192,3
ZU4U7,Band Music & Choir,Badger,A4,Outdoor Cap,2947,5
ZU4RX,Soccer,Under Armour,Gildan,Russell Athletic,2469,6
ZU4EK,Spirit Wear,Port & Company,Under Armour,Badger,2371,3
ZU4AX,Baseball,Nike,Russell Athletic,Athletic Specialities,3845,5
ZU48N,Baseball,adidas,Russell Athletic,Twin City,4612,7
ZU3XX,Softball,Holloway,Sport-Tek,Alleson,2812,5
ZU3TK,Baseball,Badger,Port & Company,Alleson,2338,6
ZU3KY,Spirit Wear,Sport-Tek,Gildan,Gildan,2814,4
ZU38N,Basketball,Hanes,Holloway,Augusta,2575,3
ZU354,Spirit Wear,Gildan,Sport-Tek,Pacific Headwear,1978,5
ZU34S,Apparel,Port & Company,Augusta,New Era,1620,5
ZU2WP,Baseball,Pacific Headwear,Pennant Sportswear,Pennant Sportswear,2306,3
ZU2UD,Baseball,adidas,Port & Company,Russell Athletic,2560,8
ZU2N3,Dance,Badger,District Made,Boxercraft,2062,3
ZU2JH,Apparel,Port & Company,Sport-Tek,Gildan,1785,3
ZU289,Baseball,Badger,Twin City,The Game,1738,5
ZTZZX,Cheer,Under Armour,SOFFE,Gildan,1986,9
ZTZ9N,Baseball,ChamPro,Gildan,Augusta,2476,8
ZTZ9F,Soccer,Russell Athletic,Sport-Tek,District Made,1791,11
ZTYZV,Volleyball,adidas,Port & Company,Holloway,2003,8
ZTYTX,Baseball,Badger,Alleson,Al's,3476,4
ZTYJN,Other,Augusta,Gildan,Imprints,1428,4
ZTYJ4,Spirit Wear,Gildan,Pacific Headwear,Russell Athletic,1406,5
ZTYFY,Lacrosse,Badger,Under Armour,Russell Athletic,2330,7
ZTY5D,Athletics,adidas,Under Armour,Rawlings,4277,7
ZTXPW,School,Gildan,Augusta,Holloway,1723,5
ZTXMB,Field Hockey,Under Armour,Holloway,Sport-Tek,2438,9
ZTXBE,Football,Sport-Tek,Pennant Sportswear,A4,2294,9
ZTX9A,Softball,Sport-Tek,District Made,Rip It Sports,1957,5
ZTX42,Fundraiser,Gildan,Badger,Bella + Canvas,1334,3
ZTWB9,Cheer,J. American,Gildan,Boxercraft,3240,3
ZTW56,Volleyball,High Five,Asics,Badger,2032,5
ZTW4R,Softball,Badger,Gildan,Sport-Tek,1615,3
ZTVVK,Basketball,A4,Team 365,District Made,2566,8
ZTVH2,Holiday,Port & Company,Sport-Tek,District Made,1905,4
ZTVGZ,Baseball,Gildan,District Made,Port & Company,2000,3
ZTVEX,Basketball,adidas,Holloway,Port & Company,2452,3
ZTVD4,Spirit Wear,Gildan,Under Armour,UltraClub,2298,4
ZTUEJ,Track & Field,Teamwork Athletic,Sport-Tek,Badger,3187,7
ZTUAV,Baseball,Mizuno,Augusta,Adams,2461,7
ZTTRZ,Football,Under Armour,Russell Athletic,Port Authority,2786,7
ZTTQ3,Wrestling,Blue Chip Athletic,Next Level,Sport-Tek,2878,4
ZTTPK,Staff,District Made,Sport-Tek,Gildan,2236,3
ZTSYZ,Baseball,Under Armour,Port & Company,Holloway,2298,4
ZTSVH,Softball,Twin City,Badger,New Balance,3000,3
ZTSCM,Football,Nike,Gildan,Russell Athletic,1839,4
ZTSAX,Softball,Pennant Sportswear,Under Armour,Port & Company,2224,3
ZTS9Q,Wrestling,Nike,Holloway,Augusta,2673,3
ZTS8G,Apparel,Gildan,Burnside,Port Authority,1317,7
ZTS6S,Football,Gildan,Sport-Tek,Sportsman,1640,8
ZTS3Q,Apparel,Pennant Sportswear,Ogio,Gildan,2150,3
ZTS37,Football,adidas,Pacific Headwear,Badger,1203,6
ZTRX4,Volleyball,Bella + Canvas,Port & Company,J American,1259,6
ZTRRK,Other,adidas,Port Authority,Port & Company,2762,5
ZTR4X,Lacrosse,Under Armour,Gildan,Pennant Sportswear,1168,7
ZTQND,Baseball,Badger,Pennant Sportswear,Nike,3640,11
ZTQH4,Other,Sport-Tek,Gildan,Port Authority,1625,5
ZTQGM,Lacrosse,Under Armour,Sport-Tek,Martin Sports,2393,3
ZTQ3W,Soccer,adidas,Halo,Nike,1943,5
ZTQ3S,Softball,Gildan,Independent Trading Co.,Badger,1644,4
ZTPKZ,Holiday,Holloway,Badger,J. American,2893,14
ZTPKK,Softball,Gildan,Holloway,Russell Athletic,2107,4
