Stores Sale Code,Stores Normalized Activity,Stores Has Theme (Yes / No),Stores Opens At Month Name,Stores Days Open,User Built By Omg (Yes / No),Stores Products Offered Sum,Products Count Products,Products Count Brands,Orders Count Orders,Transactions Net Units
ZGZAS,Field Day,No,April,22,No,6,6,3,63,96
XUU9K,Police Fire & Military,No,May,7,No,15,6,4,2,13
Z2T9Z,Dance,No,May,22,No,3,3,1,100,220
ZPCKF,Apparel,No,September,6,No,1,1,1,37,80
ZHZVP,Baseball,No,January,20,No,24,15,5,26,115
YK9M7,Apparel,No,September,13,Yes,19,17,7,81,226
XPYE6,Baseball,No,May,25,No,4,4,2,14,26
XPBNY,Spirit Wear,No,August,44,No,17,13,8,54,84
Y7KT8,Basketball,No,November,24,No,8,8,2,16,38
YQWTC,Basketball,No,September,18,Yes,12,10,3,20,70
XQ4AQ,Other,No,August,26,Yes,18,15,1,21,57
YG9C3,Wrestling,No,December,34,No,18,4,2,10,13
XXBDU,Baseball,No,November,35,No,102,45,7,29,84
YTY52,Baseball,No,January,22,No,50,15,4,19,57
XPCTD,Basketball,Yes,November,3,No,23,1,1,1,0
ZKV43,Other,No,August,44,No,20,10,3,5,17
XP3TJ,Soccer,No,May,40,No,13,13,1,32,127
ZMBAF,Hockey,No,July,40,No,35,30,12,43,196
XW5E8,Other,No,June,26,No,18,11,5,51,107
YC4HF,Football,Yes,July,12,Yes,20,18,1,21,83
XDMR8,Baseball,No,April,13,No,4,4,3,47,126
Z93T7,Baseball,No,January,16,No,22,18,10,21,219
XVYN7,Dance,No,September,24,No,6,6,4,55,87
YBMAK,Football,Yes,April,10,No,13,13,4,80,227
YYNB8,Soccer,No,February,6,No,4,4,1,6,18
Y6AEW,Volleyball,No,September,3,Yes,13,6,2,15,62
Y8DG9,Football,No,August,8,No,12,9,4,6,22
XW6DV,Spirit Wear,No,October,26,No,17,11,5,27,51
ZZHEQ,Rowing,No,August,40,No,9,3,2,2,0
YB73S,Swimming,No,October,11,No,18,10,3,23,85
Z7TYT,Track & Field,Yes,January,41,No,29,21,3,41,99
XRKMX,Soccer,No,August,18,No,2,2,1,10,19
XU3NW,Track & Field,No,November,66,No,11,5,2,7,16
Z2H62,Other,No,October,35,Yes,30,23,8,19,78
XYKE2,Baseball,No,April,17,No,7,7,6,11,36
Y74QU,Fundraiser,No,November,26,No,36,14,5,33,84
Y2FCQ,Baseball,No,March,14,No,7,7,1,22,65
Z8H8X,Hockey,No,November,79,No,14,2,2,1,2
XHXUT,School,No,December,19,No,26,5,3,10,19
XRGB6,Basketball,No,December,15,No,8,6,3,36,70
Z8AJU,Volleyball,No,August,18,No,11,7,2,20,51
XK58W,Band Music & Choir,No,October,15,No,48,16,9,14,33
ZY2B6,Booster Club,No,July,16,No,41,27,9,89,282
Z4SJE,Football,No,July,16,No,19,12,4,10,30
YTQKM,Soccer,No,February,29,No,42,34,15,70,141
YMZGJ,Baseball,No,February,14,No,39,31,11,30,123
XT232,Wrestling,No,December,32,No,12,10,4,11,22
YXQBS,Soccer,No,February,3,No,28,11,4,17,80
ZVCMG,Staff,Yes,January,61,No,29,5,5,2,9
XD537,Fundraiser,No,October,2,No,16,7,1,34,87
YHQ38,Swimming,No,January,8,No,17,8,7,12,25
XWD6R,Water Polo,No,August,18,No,18,6,5,24,32
XFG34,Basketball,Yes,October,50,No,12,9,3,16,42
YWEAB,Other,No,June,19,No,18,10,3,15,28
YE2CG,Swimming,No,January,9,No,5,4,1,16,27
ZHG8R,Other,No,January,19,No,3,3,1,7,9
ZMGN9,Other,No,October,15,No,46,5,4,3,5
YRBM7,Track & Field,No,March,14,Yes,7,7,3,50,145
Z3274,Basketball,Yes,August,16,No,20,15,3,37,141
ZBNDE,Soccer,No,September,14,No,23,23,12,25,145
ZBTFH,Volleyball,No,August,12,No,4,4,2,22,42
ZNWVR,Wrestling,No,November,17,Yes,18,17,9,48,210
XF5FH,Wrestling,No,November,14,No,9,6,4,17,45
Y9CYA,Field Hockey,No,May,17,Yes,15,15,1,22,93
ZXWSR,Cross Country,No,September,8,No,20,5,1,4,0
ZCK4Y,Baseball,No,January,12,No,13,12,3,26,122
XVHN6,Other,No,August,17,No,89,29,10,18,57
Z6QBF,Other,No,November,25,No,26,11,3,7,33
XSUSG,Other,No,November,48,No,11,6,3,22,35
XDBMY,Other,No,July,40,Yes,19,17,6,55,72
Y562F,Football,No,June,19,No,24,8,5,8,31
YJUAD,Soccer,No,September,44,No,7,5,1,1,0
YFF7M,Basketball,No,December,21,No,16,8,5,35,139
YYHVG,Baseball,No,December,21,No,33,5,5,1,5
ZF6V7,School,No,August,11,Yes,12,6,1,6,9
Y5DMD,Football,No,May,50,No,9,6,1,28,76
Z6KCV,Softball,No,January,15,No,35,13,3,12,101
ZM3D5,Track & Field,No,February,20,No,18,18,5,35,95
ZJYRX,Cross Country,No,July,12,No,6,6,2,12,27
ZWB7S,Apparel,No,November,8,No,1,1,1,15,17
YVA36,Football,No,July,33,No,13,13,2,28,98
XQXFW,Other,No,November,20,No,42,15,7,14,29
XRRQ8,Basketball,Yes,February,5,No,6,5,1,14,39
XN336,Basketball,No,October,37,No,35,11,6,9,17
XYHQ4,Hockey,No,November,1,No,4,1,1,14,15
Z9M5S,Other,Yes,April,26,No,31,20,11,75,205
XNUV8,Lacrosse,Yes,March,17,No,20,18,8,17,70
Y39TU,Softball,No,February,19,No,18,13,3,4,29
YFPVT,Baseball,No,April,11,No,4,4,3,5,15
XTHED,Baseball,No,April,7,Yes,16,8,3,6,12
XNRFA,Spirit Wear,No,September,23,No,8,6,3,9,22
XPQ7B,Baseball,Yes,February,18,No,39,10,6,9,32
Z64NU,Other,No,December,20,No,9,3,1,2,4
YD994,Booster Club,No,January,38,Yes,28,14,8,12,37
ZK425,Other,No,July,14,No,12,7,3,6,10
Z63PY,Police Fire & Military,No,January,33,No,27,16,4,9,33
YYJCQ,Football,No,May,19,Yes,10,1,1,1,1
ZWQKF,Volleyball,No,January,17,No,37,26,8,61,153
ZUPTN,Baseball,No,May,38,No,8,7,5,10,33
ZP555,Reunion,No,September,165,No,2,1,1,41,44
ZD2XY,Cross Country,No,August,8,No,21,14,2,14,39
XG29S,Basketball,No,November,4,No,7,3,2,2,3
XHWAB,Soccer,No,September,24,No,6,4,1,7,20
YBPZZ,Basketball,Yes,October,5,No,13,9,1,9,27
YHG4S,Track & Field,No,February,22,No,31,13,6,38,81
YWEJ8,Dance,No,April,35,No,8,6,2,12,32
Y6FXF,Volleyball,No,January,16,No,29,14,5,32,71
XFB36,Other,No,February,6,No,2,1,1,3,3
YZQG5,Gymnastics,No,December,27,No,31,8,3,8,11
ZW8G9,Football,No,June,19,No,6,6,4,15,38
XF6RU,Basketball,No,October,19,Yes,14,8,1,7,20
ZYWB4,Football,Yes,August,22,No,29,3,1,4,3
XM8SE,Spirit Wear,No,November,13,No,4,4,1,18,37
XD36Y,Football,Yes,May,52,No,36,29,5,33,116
XVJ3R,Hockey,No,November,43,No,17,10,3,20,30
YB8K9,School,No,September,72,Yes,12,6,3,19,35
ZU2N3,Dance,No,May,27,No,27,3,3,18,22
ZHNRD,Wrestling,No,November,11,No,9,9,2,12,39
Y32VE,Basketball,No,October,7,No,12,11,5,10,50
XEGTX,Cross Country,No,August,15,No,7,6,3,22,29
XFJ82,Football,No,June,35,No,21,15,7,88,462
XHZNJ,Baseball,No,May,10,No,17,8,1,17,53
ZSRWX,Volleyball,No,May,49,No,6,6,1,24,105
Y8QXH,Greek,No,August,12,No,1,1,1,25,27
ZF6ZS,Dance,No,October,6,No,67,4,4,2,5
Z3V8N,Spirit Wear,No,August,19,No,6,3,2,6,9
ZQBJG,Volleyball,No,August,17,No,25,18,8,35,116
YPAMS,Baseball,Yes,February,24,No,17,9,7,11,47
YDWWC,Other,No,October,7,No,6,5,2,25,51
ZFGR5,Hockey,Yes,January,9,No,6,4,2,6,19
ZSYEP,Baseball,No,October,39,Yes,81,24,8,13,34
YBUCS,Other,No,December,14,No,15,7,2,4,0
Z6A7D,Baseball,No,February,20,No,11,10,1,9,36
XRDM7,Other,No,June,35,No,44,18,4,16,48
XK36P,Soccer,No,May,11,No,4,4,2,95,280
Z82SY,Soccer,No,August,20,No,69,37,15,48,142
Z295Q,Cheer,Yes,June,26,No,24,16,9,9,41
YMXNV,Spirit Wear,No,September,14,No,10,6,3,18,20
Z9ENY,Other,Yes,June,16,No,46,21,1,21,58
XVB9B,Cheer,No,September,21,No,14,3,1,4,12
XUP92,Fundraiser,No,August,17,No,2,2,1,90,177
ZWMBF,Softball,No,May,12,No,19,13,6,20,101
XYFDE,Basketball,No,November,13,No,34,20,11,25,124
ZMXD2,Baseball,No,April,27,No,1,1,1,12,27
YRJ64,Track & Field,No,January,14,No,24,21,5,63,164
ZUZ6B,Baseball,No,February,8,No,8,7,4,20,125
YMPSV,Golf,Yes,February,6,No,20,8,1,8,35
XHJ5A,Corporate,No,October,19,No,40,14,5,26,35
Z93N5,Other,No,October,84,No,12,12,7,29,55
YTCQR,Baseball,No,January,19,No,15,10,3,12,41
XZ8YT,Basketball,Yes,December,43,No,22,5,3,12,27
ZER7S,Apparel,Yes,August,9,No,26,6,5,3,43
Y4KYS,Spirit Wear,No,August,36,No,25,24,5,230,467
Y34UR,Other,Yes,January,25,Yes,9,7,1,4,22
Y6WZN,Fundraiser,No,November,11,No,13,5,3,25,50
Z3RFG,Apparel,No,October,42,Yes,18,10,5,9,30
YHBN8,Field Hockey,No,May,38,No,10,8,4,20,50
YTSU7,Baseball,No,February,1,No,62,4,4,1,4
XWR6J,Booster Club,Yes,January,40,No,47,25,12,75,174
YJ4P2,Hockey,No,April,31,No,31,16,2,18,72
YRJBT,Spirit Wear,No,October,23,Yes,11,11,3,62,110
ZS74C,Swimming,No,October,13,No,20,12,6,29,53
ZBK9D,Hockey,No,October,37,No,17,11,6,38,168
ZWJW7,Soccer,No,September,8,No,6,6,4,15,35
YNUBM,Cheer,Yes,November,13,No,16,16,11,38,129
YPHAB,Soccer,Yes,February,26,Yes,37,30,13,186,377
XJ8XR,Volleyball,No,May,78,No,10,8,2,15,67
ZVKWC,Lacrosse,Yes,February,7,No,5,5,2,45,246
YGJW6,Corporate,No,December,28,No,33,4,2,3,4
YCP99,Other,No,October,9,No,1,1,1,19,20
YWV33,Swimming,No,May,6,No,6,4,2,7,10
ZT98Z,Wrestling,No,December,15,No,19,8,3,15,46
ZBJHC,Band Music & Choir,No,August,74,No,15,11,7,32,91
ZYH9M,Cheer,No,August,40,No,9,7,4,4,7
YACKT,Cheer,No,October,19,No,9,4,1,3,4
XXQ8Y,Baseball,No,January,17,No,8,4,3,8,22
YQ7FW,Apparel,No,September,15,No,22,12,7,21,39
ZCNQE,Cheer,No,August,1,No,10,10,4,36,224
ZFYZF,Baseball,No,January,8,No,12,8,5,31,93
YVJ4F,Football,No,July,18,No,16,12,7,13,44
Y6DCP,Basketball,Yes,February,3,No,7,5,4,62,148
YMET3,Football,No,September,4,No,14,6,2,13,46
YA4DB,Track & Field,No,February,15,No,64,24,4,35,85
Y2MWN,Baseball,No,April,15,No,68,28,10,12,58
YA8GQ,Corporate,No,October,10,No,51,25,5,112,133
Z6NP5,Softball,No,June,10,No,24,20,8,32,89
YM5VT,Football,No,August,7,Yes,11,5,1,5,15
Z3QE5,Wrestling,No,October,35,No,68,49,11,34,171
YGQ3J,Apparel,No,September,21,No,11,8,3,29,51
Y6C72,Other,No,June,6,No,2,2,1,9,11
YAWEK,Football,No,August,12,No,13,6,1,4,12
XSVT2,Tennis,No,August,26,No,10,7,2,15,29
Y9ZP4,Other,No,August,22,Yes,21,9,3,28,56
Z39WJ,Soccer,No,July,13,No,29,16,3,10,42
XT8TS,Band Music & Choir,Yes,January,11,No,17,9,7,23,37
ZTWY8,Swimming,Yes,February,7,No,3,2,1,16,26
XX8MN,Football,No,July,31,No,21,15,8,18,71
Z7EH5,Basketball,No,August,37,No,12,9,2,9,34
Z7GYP,Band Music & Choir,No,May,29,No,14,14,4,40,161
XG2PC,Soccer,No,April,19,No,56,32,9,76,164
ZM367,Track & Field,Yes,February,23,No,17,10,5,18,39
YZ6R2,Spirit Wear,No,January,45,No,1,1,1,23,23
YGJMT,Baseball,No,February,27,Yes,11,9,7,13,48
Y369P,Baseball,No,March,18,No,18,14,6,10,32
ZDNUJ,Soccer,No,November,29,No,17,13,6,18,59
XYWS9,Band Music & Choir,No,October,9,No,2,1,1,33,41
XSKUU,Soccer,No,September,19,No,20,17,7,38,87
YWCAP,Wrestling,No,October,31,No,12,11,4,24,78
ZGEVV,Corporate,No,May,13,No,1,1,1,13,23
ZB7QN,Wrestling,No,February,5,No,12,2,2,2,2
YU23P,Other,No,October,31,No,6,5,3,6,11
XN7JD,Baseball,No,February,10,No,13,12,4,193,732
ZQJEP,Lacrosse,No,January,12,Yes,29,19,2,25,121
YSZUQ,Greek,No,February,3,No,1,1,1,3,42
ZFAXZ,Other,No,October,35,No,24,13,5,15,26
XPJUP,Football,No,August,20,No,9,4,3,6,15
YFADT,Holiday,No,November,52,No,17,13,4,59,99
YCM4B,Basketball,No,October,20,No,39,28,7,88,279
ZTN7Y,Apparel,No,September,17,No,17,13,7,35,59
XPBU6,Swimming,No,April,19,No,16,10,4,48,156
Z4REJ,School,Yes,November,12,No,29,14,1,41,72
XWXQU,Softball,No,November,79,Yes,34,22,3,28,130
YUP2T,Softball,No,February,21,No,19,19,5,43,124
Z8HPS,Reunion,No,May,31,No,3,1,1,12,25
YNVSN,Basketball,No,October,10,No,23,7,5,8,21
YV89Q,Other,No,September,18,No,5,5,3,19,50
XNRBP,Hockey,No,June,27,No,14,12,4,19,116
ZN7GE,Swimming,No,September,26,No,16,9,2,9,19
Y65WR,Other,No,January,17,No,1,1,1,19,24
YHMCK,Basketball,No,November,25,No,11,5,3,12,35
Z4J7F,Other,No,December,11,No,11,11,5,318,694
ZY58U,Other,No,February,5,No,14,5,5,6,7
Y8AC9,Baseball,Yes,January,10,No,5,4,1,17,23
Y2YMV,Athletics,No,January,24,No,36,14,6,21,35
ZDGQN,Baseball,No,December,96,No,7,5,2,6,14
YBJCP,Apparel,Yes,January,33,No,35,18,7,12,70
XYKAH,Swimming,No,February,20,No,33,20,6,30,47
ZAGZK,Basketball,No,October,7,No,14,9,3,7,19
XPPTQ,Football,No,September,8,No,31,27,6,22,92
XF48F,Football,No,November,6,No,33,18,4,50,173
YSN44,Football,No,April,21,Yes,35,26,2,20,77
ZE5X6,Water Polo,No,November,17,No,3,2,2,10,13
XKRPX,Other,No,November,22,No,24,15,4,14,22
YSW2S,Volleyball,No,December,13,No,21,19,12,35,102
XZXPC,Volleyball,No,August,21,No,10,6,1,33,47
YSZPZ,Other,No,May,56,No,4,3,1,5,8
XS4W6,Spirit Wear,No,August,25,Yes,22,17,5,24,49
YV7M9,Band Music & Choir,No,August,35,No,36,6,2,6,0
YJY2P,Volleyball,No,February,26,No,7,6,4,22,63
ZVZJU,Baseball,No,January,25,No,18,17,5,36,95
YWXJH,Other,No,September,11,No,8,6,4,15,32
Y2CNB,Other,No,October,94,Yes,69,33,8,23,133
Z7GJX,Baseball,No,May,0,No,27,21,7,42,226
ZTY5D,Athletics,Yes,September,17,No,27,12,7,17,29
ZYBHQ,Other,No,June,61,No,9,8,3,78,417
ZKB7B,Cheer,No,August,31,No,5,4,2,6,9
ZEJTP,Spirit Wear,No,September,31,No,32,11,5,6,17
YEWVR,Baseball,No,February,16,No,30,7,4,3,11
YB64H,Soccer,No,September,32,No,13,8,4,11,28
ZC7CN,Fundraiser,Yes,January,12,No,4,4,2,162,342
ZBPJY,Corporate,Yes,February,28,No,29,22,3,13,44
Y5RDS,Other,No,September,56,No,38,16,8,15,33
XDDZZ,Lacrosse,No,October,17,No,15,8,6,57,264
YH2QD,Cross Country,No,August,8,No,20,7,1,17,44
Z9NDP,Apparel,Yes,December,31,Yes,23,18,6,11,45
XDR45,Other,No,November,18,No,9,7,2,13,38
ZEBK5,Softball,No,August,19,No,46,24,5,13,61
XRKQ2,Apparel,No,September,26,No,85,56,18,95,348
YJGXT,Track & Field,Yes,December,59,No,30,13,3,1,223
XX7TA,Football,No,August,49,Yes,17,3,3,4,6
YK4JM,Football,No,October,15,No,3,3,1,18,46
Y8YS8,Lacrosse,No,November,20,No,12,7,3,19,50
Z4YQM,Volleyball,No,October,15,No,17,11,6,15,22
XG7MC,Other,No,March,14,Yes,17,17,3,42,127
YR9M3,Corporate,No,November,33,No,31,17,7,12,33
XKAVF,Softball,Yes,October,15,No,22,8,1,4,14
YUB6K,Corporate,Yes,February,18,No,8,5,4,7,23
Y6N99,Baseball,No,July,47,No,48,11,6,16,57
YKW79,Spirit Wear,No,August,31,No,17,17,7,316,570
YSQWV,Hockey,No,August,158,No,73,34,2,47,117
XE2ZP,Basketball,No,November,10,No,12,10,5,25,160
XKP7Y,Spirit Wear,Yes,November,7,No,31,14,5,18,30
XMCF2,Spirit Wear,No,February,19,No,37,11,5,17,23
XR8Y3,Other,No,March,10,No,2,2,1,19,33
YFYA7,Football,No,June,54,No,2,2,2,10,29
YYCX4,Other,No,April,20,No,19,10,7,6,26
ZAMTX,Basketball,No,October,13,No,5,4,1,15,16
ZKAFG,Track & Field,No,February,24,Yes,8,8,2,25,63
XMZDN,Apparel,No,October,21,No,8,8,2,73,230
ZFWXX,Football,No,August,25,No,37,14,5,17,49
XEYZE,Wrestling,No,October,10,No,46,8,2,3,9
Y84PB,Field Hockey,No,July,8,No,8,8,1,19,76
Y6ZVW,Basketball,No,October,25,No,11,9,1,18,96
XXGAC,Swimming,No,November,12,No,10,5,4,19,36
Y8K2G,Wrestling,No,October,31,No,62,5,4,1,0
YSZGR,Softball,No,November,78,Yes,18,4,1,12,25
ZN48U,Golf,No,August,14,No,27,14,9,22,37
YGBF4,Volleyball,No,August,13,No,10,9,4,43,116
XEJ25,Baseball,No,May,10,No,21,12,9,12,39
XQCP8,Apparel,No,October,19,Yes,6,6,5,18,33
ZCGSF,Baseball,No,August,54,No,14,9,2,6,12
YJHUZ,Baseball,No,February,14,No,13,12,5,29,129
Y6JYU,Volleyball,No,November,10,No,15,7,3,9,26
Y8687,Band Music & Choir,No,September,13,No,2,1,1,36,77
XJ3HQ,Baseball,No,December,16,No,70,1,1,1,1
XZTQ7,PE,No,August,19,Yes,21,6,1,12,43
YTUW6,Baseball,No,October,16,Yes,25,18,5,30,111
YQV2D,Other,No,May,10,Yes,5,2,1,8,12
Z33B6,Cross Country,No,August,18,No,24,8,6,13,24
ZVA24,Baseball,No,November,67,No,21,16,8,18,35
ZVE4E,PE,No,February,17,No,4,3,2,4,6
YQEFR,Soccer,No,November,47,No,14,4,4,10,20
XR9TW,Spirit Wear,No,August,35,No,10,10,2,73,123
YA6AR,Softball,Yes,October,21,No,57,32,10,105,735
ZVRXS,Volleyball,Yes,June,57,Yes,16,14,1,12,37
Y5GK5,Soccer,No,February,26,No,1,1,1,4,4
ZEF7P,Basketball,No,October,14,No,15,10,4,14,42
ZZ9JZ,Other,No,February,10,No,7,6,1,31,51
ZDYKE,Baseball,No,December,53,No,6,2,1,3,4
YMZ6D,Police Fire & Military,No,November,20,No,18,13,7,11,32
XEHK9,Water Polo,No,May,15,No,2,2,1,20,20
ZDUH2,Ultimate Frisbee,No,June,6,No,1,1,1,6,7
ZNHM8,Apparel,No,December,30,No,41,8,3,5,15
XX7U2,Volleyball,No,August,12,No,8,7,4,12,29
XXB7W,Basketball,No,November,9,No,5,5,1,24,42
XRUG6,Other,No,April,21,Yes,11,11,6,38,136
XPMNZ,Football,No,May,27,No,12,12,5,43,153
XKBPH,Volleyball,No,August,0,No,9,9,4,62,122
XP47S,Spirit Wear,No,November,32,No,12,9,1,17,24
ZNXNC,Baseball,No,February,26,No,17,11,1,8,28
Z8FS9,Police Fire & Military,No,October,36,No,14,10,1,11,39
ZUGQR,Greek,No,April,7,No,3,3,2,10,26
Y4RFM,Other,No,October,7,No,35,11,2,54,83
XX8KS,Golf,No,June,7,No,31,15,5,17,34
XZ578,Soccer,No,June,66,No,15,15,6,36,157
ZUMFK,Softball,Yes,February,16,No,11,9,4,26,81
ZVTJ3,Football,No,April,10,No,9,7,1,17,41
YWEJW,Apparel,No,May,58,No,9,8,1,25,55
YYTEZ,Basketball,No,October,18,No,13,9,1,8,38
ZUFDB,Basketball,No,October,46,No,20,16,8,29,84
ZJNWE,School,No,August,22,No,23,11,1,26,56
YD98A,Basketball,No,October,28,Yes,37,15,1,12,51
ZRYMA,Softball,Yes,February,15,No,8,5,1,6,9
YHYNF,Basketball,No,November,4,Yes,7,7,2,24,62
XSQWC,Other,No,December,16,No,8,4,3,4,8
Y5NMA,Spirit Wear,No,September,15,No,10,7,1,9,21
XPQAG,Softball,No,September,7,No,1,1,1,21,45
ZNVXT,Hockey,No,September,14,No,56,19,5,17,46
YC5W7,Apparel,No,August,58,No,46,10,6,14,22
Z5TAZ,Soccer,No,February,3,No,6,6,3,7,27
YAPY2,Dance,No,June,4,No,15,8,4,14,27
ZTAYD,Tennis,No,February,17,No,12,8,4,13,24
XRJ8N,Apparel,No,February,9,No,12,6,2,7,17
XH6QB,Ultimate Frisbee,No,August,6,No,10,9,1,21,54
Z3ER6,Spirit Wear,No,August,40,No,37,26,4,31,99
XSRXR,Football,No,July,17,No,39,20,6,16,42
YVJX7,Basketball,No,October,36,No,17,16,3,118,350
YN2XJ,Hockey,No,October,15,No,23,6,2,514,1000
Z6QQC,Wrestling,No,October,16,No,16,13,4,20,70
Y9X84,Football,No,May,34,Yes,14,14,1,19,57
YKJNB,Apparel,Yes,February,13,No,21,13,7,21,48
XP4QG,Volleyball,No,August,10,No,12,8,3,18,49
Y44CC,Football,Yes,August,1,No,20,2,1,1,0
YNKZA,Basketball,No,November,19,No,6,5,2,14,40
YTTCU,Soccer,No,July,15,No,7,5,1,16,40
Y8CX4,Soccer,No,August,25,No,13,11,1,22,52
ZD7BX,Other,No,November,24,No,4,4,1,8,11
ZQKM4,Soccer,No,May,303,No,1,1,1,20,20
ZR5PJ,Cheer,No,August,9,No,22,13,3,13,39
XPHJM,Cross Country,No,August,14,No,12,11,5,34,90
XGK7K,Faith,No,November,12,No,68,18,5,46,123
ZWYKR,Track & Field,No,February,20,No,12,9,5,23,45
ZQHSH,Football,No,July,35,No,63,29,3,34,120
YM863,Apparel,No,June,7,No,67,9,3,9,13
XMRTV,Other,No,October,30,No,5,5,2,40,63
XZPJH,Medical,No,February,19,No,9,8,5,29,41
YVU7S,Cheer,No,January,7,No,16,4,3,2,0
ZM76Q,Corporate,No,February,20,No,33,21,9,17,59
XKHBS,Cheer,No,October,36,No,22,16,8,15,36
Y6TEG,Baseball,No,November,14,No,12,10,6,51,153
ZMJHZ,Baseball,No,April,18,No,7,6,3,13,45
Z7WAU,Basketball,No,February,7,No,5,5,2,45,71
Z7UC4,Lacrosse,Yes,January,46,No,15,11,5,21,50
Y7WQD,Baseball,Yes,January,18,No,7,5,1,4,10
XJJ6N,Track & Field,No,February,11,No,4,3,2,4,14
YGF4B,Football,No,July,23,No,5,5,1,12,25
XFACN,School,No,October,18,No,26,11,5,17,32
ZTBT2,Greek,No,October,13,No,1,1,1,19,26
YKD9N,School,No,October,9,No,1,1,1,29,30
XT53A,Wrestling,No,October,25,No,49,28,8,20,91
XM5AX,Softball,No,May,7,No,63,3,1,1,6
ZRQD9,Hockey,No,October,48,No,35,26,9,73,213
XN46Q,Spirit Wear,No,August,38,No,9,8,2,23,56
Z3EKG,Lacrosse,No,February,27,No,12,4,4,6,9
YFQNS,Fundraiser,No,May,6,No,2,2,1,23,33
Z652N,Volleyball,No,October,7,No,7,6,2,10,71
Z5AHY,Other,Yes,October,10,No,46,8,4,11,18
ZBUEC,Police Fire & Military,No,November,19,No,5,5,4,38,175
YGA2P,Soccer,Yes,February,14,No,9,2,2,5,10
Z2Y7A,Baseball,No,July,13,Yes,15,8,5,13,33
ZWBG6,Track & Field,Yes,February,14,No,108,63,11,74,229
Z9QZJ,Football,No,November,3,No,8,2,1,117,299
YAWR9,Football,No,July,18,No,22,15,2,47,145
ZTCUR,Cheer,No,July,25,No,9,9,5,95,299
YFVG9,Softball,No,October,19,No,31,15,5,11,43
ZNPPD,Soccer,No,November,23,No,12,8,5,19,43
ZQBNC,Other,No,January,10,No,11,7,3,14,27
XQ35P,Corporate,No,October,16,No,2,1,1,6,8
YUAXU,Hockey,No,May,31,No,41,40,1,121,454
Y2SDB,Basketball,Yes,October,12,No,42,25,7,15,65
Z94UK,Other,No,May,18,No,17,16,8,30,99
Y6JAP,Football,Yes,July,28,No,37,21,2,42,211
ZDJ85,Softball,No,November,12,No,51,18,8,12,42
XHQ75,Athletic Training,Yes,September,20,Yes,15,13,1,21,93
ZEXZF,Football,No,June,21,No,23,7,1,3,7
YSTAC,Baseball,No,May,10,No,7,7,4,24,83
XP2CX,Softball,No,November,8,No,48,15,7,12,48
YUPF9,Baseball,No,December,7,No,45,10,2,16,97
YTPFA,Football,No,June,1,No,36,21,4,23,88
XZRZ8,Basketball,Yes,February,24,No,2,2,1,58,65
XQRTK,Soccer,No,October,35,No,19,18,4,36,128
Z6JBJ,Tennis,No,June,31,No,14,13,8,18,37
YBUH3,Baseball,No,April,11,No,10,7,3,6,16
YQWS7,Wrestling,No,September,20,No,33,11,6,7,20
YRHMV,Staff,No,August,39,No,33,12,5,90,105
ZE4PN,Wrestling,No,October,39,No,54,24,3,25,103
ZC8C3,Baseball,No,April,18,No,12,10,4,43,105
YDJTS,Baseball,No,February,15,No,40,21,7,10,55
ZQVNC,Swimming,No,August,20,No,17,10,6,23,96
Y4CEU,Other,No,October,10,No,47,3,3,2,8
Y2NG8,Medical,No,November,33,No,30,6,2,23,29
XKWZG,Soccer,No,February,28,No,10,10,2,21,260
YXGHQ,Tennis,No,January,5,No,12,4,1,2,8
YJ8NA,Baseball,Yes,December,10,Yes,20,3,3,1,4
Y88C7,Lacrosse,No,October,12,No,15,13,2,44,156
ZQ4WE,Lacrosse,No,February,5,No,4,2,1,12,21
YG28H,School,No,September,25,No,14,14,5,130,294
ZU7J6,Rugby,No,June,14,No,17,9,2,6,14
ZTST2,Football,No,June,7,No,53,29,1,20,81
YJX3P,Baseball,No,June,4,No,6,6,2,12,55
ZYDPV,Track & Field,No,April,14,No,3,3,2,13,18
ZQ3MQ,Apparel,No,May,15,No,3,3,1,6,7
YNBPN,Baseball,No,October,14,Yes,26,13,1,54,230
YSCKU,Hockey,No,April,36,No,13,2,2,1,2
XD3E4,Volleyball,No,August,5,No,10,3,1,8,14
YVWPG,Spirit Wear,No,October,41,No,13,11,4,22,88
Y7UQN,Other,No,December,2,No,15,3,2,1,3
Y2CAN,Band Music & Choir,Yes,January,21,No,1,1,1,62,109
YP4D4,Swimming,No,January,13,No,50,29,10,27,55
YWM52,Other,No,August,8,No,6,4,1,1,7
ZYATZ,Greek,No,April,8,No,1,1,1,6,6
XH76M,Track & Field,No,January,38,No,15,15,5,80,231
ZP399,Baseball,No,May,12,No,65,41,10,23,103
XYEP5,Track & Field,No,February,16,No,5,5,1,27,44
YB3EZ,Other,No,November,15,No,55,6,4,6,15
XXXDB,Swimming,No,November,14,No,20,14,9,14,33
YV8X5,Softball,No,August,26,No,14,6,2,11,37
YPQB9,Soccer,No,January,16,Yes,12,10,3,24,137
ZUH9D,Baseball,Yes,January,57,Yes,14,8,3,7,29
Z3JUM,Volleyball,No,November,7,No,4,2,1,5,6
ZUVX9,Soccer,No,August,11,No,14,6,2,13,33
ZHDR4,Softball,No,September,8,No,22,12,8,11,20
Z3RR5,Other,No,October,18,No,20,2,2,3,5
XSVRG,Apparel,No,April,45,No,43,26,4,30,56
ZW2KE,Football,No,August,15,Yes,10,8,6,27,74
